"Name","Version","License","Source"
"tower-http","0.6.11","MIT","registry+https://github.com/rust-lang/crates.io-index"
"tower-http","0.7.0","MIT","registry+https://github.com/rust-lang/crates.io-index"
"tower-layer","0.3.3","MIT","registry+https://github.com/rust-lang/crates.io-index"
"tower-service","0.3.3","MIT","registry+https://github.com/rust-lang/crates.io-index"
"tracing","0.1.44","MIT","registry+https://github.com/rust-lang/crates.io-index"
"tracing-appender","0.2.5","MIT","registry+https://github.com/rust-lang/crates.io-index"
"tracing-attributes","0.1.31","MIT","registry+https://github.com/rust-lang/crates.io-index"
"tracing-core","0.1.36","MIT","registry+https://github.com/rust-lang/crates.io-index"
"tracing-log","0.2.0","MIT","registry+https://github.com/rust-lang/crates.io-index"
"tracing-serde","0.2.0","MIT","registry+https://github.com/rust-lang/crates.io-index"
"tracing-subscriber","0.3.23","MIT","registry+https://github.com/rust-lang/crates.io-index"
"trapo-downloader","0.1.0","AGPL-3.0-or-later",
"trapo-native-runners","0.1.5","AGPL-3.0-or-later",
"trapo-server","0.1.5","AGPL-3.0-or-later",
"try-lock","0.2.5","MIT","registry+https://github.com/rust-lang/crates.io-index"
"tungstenite","0.29.0","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"typenum","1.20.1","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"unicase","2.9.0","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"unicode-ident","1.0.24","(MIT OR Apache-2.0) AND Unicode-3.0","registry+https://github.com/rust-lang/crates.io-index"
"unicode-segmentation","1.13.3","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"unicode-width","0.2.2","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"untrusted","0.9.0","ISC","registry+https://github.com/rust-lang/crates.io-index"
"url","2.5.8","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"utf8_iter","1.0.4","Apache-2.0 OR MIT","registry+https://github.com/rust-lang/crates.io-index"
"utoipa","5.5.0","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"utoipa-axum","0.2.0","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"utoipa-gen","5.5.0","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"utoipa-scalar","0.3.0","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"uuid","1.23.4","Apache-2.0 OR MIT","registry+https://github.com/rust-lang/crates.io-index"
"valuable","0.1.1","MIT","registry+https://github.com/rust-lang/crates.io-index"
"vcpkg","0.2.15","MIT/Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"version_check","0.9.5","MIT/Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"walkdir","2.5.0","Unlicense/MIT","registry+https://github.com/rust-lang/crates.io-index"
"want","0.3.1","MIT","registry+https://github.com/rust-lang/crates.io-index"
"wasi","0.11.1+wasi-snapshot-preview1","Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT","registry+https://github.com/rust-lang/crates.io-index"
"wasip2","1.0.4+wasi-0.2.12","Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT","registry+https://github.com/rust-lang/crates.io-index"
"wasm-bindgen","0.2.126","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"wasm-bindgen-futures","0.4.76","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"wasm-bindgen-macro","0.2.126","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"wasm-bindgen-macro-support","0.2.126","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"wasm-bindgen-shared","0.2.126","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"wasm-streams","0.4.2","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"web-sys","0.3.103","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"web-time","1.1.0","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"webpki-root-certs","1.0.8","CDLA-Permissive-2.0","registry+https://github.com/rust-lang/crates.io-index"
"webpki-roots","1.0.8","CDLA-Permissive-2.0","registry+https://github.com/rust-lang/crates.io-index"
"weezl","0.1.12","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"winapi","0.3.9","MIT/Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"winapi-i686-pc-windows-gnu","0.4.0","MIT/Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"winapi-util","0.1.11","Unlicense OR MIT","registry+https://github.com/rust-lang/crates.io-index"
"winapi-x86_64-pc-windows-gnu","0.4.0","MIT/Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_aarch64_gnullvm","0.42.2","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_aarch64_gnullvm","0.52.6","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_aarch64_gnullvm","0.53.1","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_aarch64_msvc","0.42.2","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_aarch64_msvc","0.52.6","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_aarch64_msvc","0.53.1","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_i686_gnu","0.42.2","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_i686_gnu","0.52.6","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_i686_gnu","0.53.1","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_i686_gnullvm","0.52.6","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_i686_gnullvm","0.53.1","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_i686_msvc","0.42.2","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_i686_msvc","0.52.6","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_i686_msvc","0.53.1","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_x86_64_gnu","0.42.2","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_x86_64_gnu","0.52.6","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_x86_64_gnu","0.53.1","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_x86_64_gnullvm","0.42.2","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_x86_64_gnullvm","0.52.6","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_x86_64_gnullvm","0.53.1","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_x86_64_msvc","0.42.2","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_x86_64_msvc","0.52.6","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows_x86_64_msvc","0.53.1","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows-core","0.62.2","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows-implement","0.60.2","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows-interface","0.59.3","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows-link","0.2.1","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows-result","0.4.1","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows-strings","0.5.1","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows-sys","0.45.0","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows-sys","0.52.0","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows-sys","0.59.0","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows-sys","0.60.2","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows-sys","0.61.2","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows-targets","0.42.2","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows-targets","0.52.6","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"windows-targets","0.53.5","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"winnow","1.0.3","MIT","registry+https://github.com/rust-lang/crates.io-index"
"wit-bindgen","0.57.1","Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT","registry+https://github.com/rust-lang/crates.io-index"
"writeable","0.6.3","Unicode-3.0","registry+https://github.com/rust-lang/crates.io-index"
"wyz","0.5.1","MIT","registry+https://github.com/rust-lang/crates.io-index"
"xattr","1.6.1","MIT OR Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"yoke","0.8.3","Unicode-3.0","registry+https://github.com/rust-lang/crates.io-index"
"yoke-derive","0.8.2","Unicode-3.0","registry+https://github.com/rust-lang/crates.io-index"
"zerocopy","0.8.52","BSD-2-Clause OR Apache-2.0 OR MIT","registry+https://github.com/rust-lang/crates.io-index"
"zerocopy-derive","0.8.52","BSD-2-Clause OR Apache-2.0 OR MIT","registry+https://github.com/rust-lang/crates.io-index"
"zerofrom","0.1.8","Unicode-3.0","registry+https://github.com/rust-lang/crates.io-index"
"zerofrom-derive","0.1.7","Unicode-3.0","registry+https://github.com/rust-lang/crates.io-index"
"zeroize","1.9.0","Apache-2.0 OR MIT","registry+https://github.com/rust-lang/crates.io-index"
"zerotrie","0.2.4","Unicode-3.0","registry+https://github.com/rust-lang/crates.io-index"
"zerovec","0.11.6","Unicode-3.0","registry+https://github.com/rust-lang/crates.io-index"
"zerovec-derive","0.11.3","Unicode-3.0","registry+https://github.com/rust-lang/crates.io-index"
"zip","6.0.0","MIT","registry+https://github.com/rust-lang/crates.io-index"
"zlib-rs","0.6.5","Zlib","registry+https://github.com/rust-lang/crates.io-index"
"zmij","1.0.21","MIT","registry+https://github.com/rust-lang/crates.io-index"
"zopfli","0.8.3","Apache-2.0","registry+https://github.com/rust-lang/crates.io-index"
"zune-core","0.5.1","MIT OR Apache-2.0 OR Zlib","registry+https://github.com/rust-lang/crates.io-index"
"zune-jpeg","0.5.15","MIT OR Apache-2.0 OR Zlib","registry+https://github.com/rust-lang/crates.io-index"
